raw_text,cleaned_words
미라 개완식.. 특히 쌩얼 쥰내 옙허 자기햐.. 유행할 때 바로 볼걸 ㅠㅠ!!!! 누무 많은 걸 놓쳣어 흐뮤흐뮤 🥲,미라 개완식 쌩얼 쥰내 옙허 자기 유행 바로 볼걸 누무 놓쳣어 흐뮤흐뮤
애니메이션/노래/퀄리티 개 쩌는 거 인정. 그런데 뭔가 부족한 느낌…,애니메이션 노래 퀄리티 인정 뭔가 부족하다
아 진짜 사랑은 모든 걸 이기는데!! 요즘 세상 사랑이 너무 부족해!!!!! 제발 악에서 벗어나 사람들아,사랑 모든 요즘 세상 사랑 부족하다 제발 사람
음악도 좋고 캐릭터도 좋고 액션도 시원시원,음악 캐릭터 액션
와ㅈㄴ재밋고노래도너무조타~~😍😍😍😍😍헌트릭스흥해라~~~!!!!!💖💖❤️❤️,재밋 노래 무조 트릭 스흥해
아워스얼론아워서고스트어두워진길속에어오오이븐더뜨론아디든노오아빌립아워서퀸댓아맨투비트라이투립보스사이드벗아쿠든파인마이온플레이스갓어프라블럼차일드아갓소와일드벗댓이스나우암겟잉페이드끝없이온스테이지암고잉업업업이츠아월모먼트영원히깨질수없는거너비거너비골든,아워스 얼론 고스트 에어 오오이 븐더 아디 노오 빌립 퀸댓 맨투 비트 라이 투립 보스 사이드 이온 레이스 어프 블럼차 일드 갓소 와일드 벗댓 이스 우암 겟잉페 이드 끝없다 이온 스테이지 잉업업업이츠 모먼트 영원하다 너비 거너 비골
결말이 애매 그리고 김밥 좀 억지;,결말 애매 김밥 억지
진짜 미국인들이 만든 거 맞음?,미국인
B급병맛클리셰스토리에 개쩌는 작화연출브금,병맛 클리셰 스토리 개쩌 작화 연출 브금
진짜 개유치하고 한복 일월오봉도 억지 끼워팔기 너무 심하고 초반 설정만 봐도 결말 다 예상되고 급마무리 너무 어이없고 납득 안 됨. 서사도 인사이드 아웃 이후로 나온 성장 치유물 아류작 백만 개 중 하나로 봐도 될 정도로 개성도 없음.,유치하다 한복 일월오봉도 억지 심하다 초반 설정 결말 예상 마무리 어이없다 납득 서사 인사 이드 아웃 이후 성장 치유 류작 백만 하나로 정도 개성
일리는 있는 호들갑.,일리 호들갑
ㅋㅋㅋ재밌다 케이팝 노래랑 함께해서 더 신나기도 한다,재밌다 노래 신나다
"과몰입이 될까 했는데, 나 왜 울고있니…",몰입
아직도 뇌리에 소다팝이 박혀있다.,뇌리
좋은 ost와 액션을 보여주고 싶은 게 주된 목표였다면 성공했다.,액션 목표 성공하다
"유치하지만 그맛에 보는 애니같고, 중간중간 보이는 한국적인 요소들이 너~~~~무 좋았다",유치하다 애니 중간 중간 한국 요소
적당히 볼만한 애니메이션 영화.,적당하다 애니메이션
적어도 인간은 팔자에 맞서는 태도를 결정할 수 있다.,인간 팔자 태도 결정
굿모닝 에브리원 난 그냥 내가 지금 막 다 먹고 잘 하고 있는 것이다 나 오늘 너무 피곤해요 오빠 지금 막 다 먹고 잘 하고 있는 것이다 나 오늘 너무 피곤해요 오빠 지금 막 다 먹고 잘 하고 있는 것이다 나 오늘 너무 피곤해요 오빠 지금 출발 전에 한번 더 이상 참 좋은 하루 보내 주세요 나 ㅡ 나 지금 집 가는 중 가장 큰 이유 없이 잘 안,굿모닝 에브리 지금 오늘 피곤하다 오빠 지금 오늘 피곤하다 오빠 지금 오늘 피곤하다 오빠 지금 출발 한번 이상 하루 지금 가장 이유
음악은 남는데 스토리가 영 아쉽다.,음악 스토리 아쉽다
가장 이국적이면서도 한국적인 액션과 음악의 호쾌한 조합.,가장 국적 서도 한국 액션 음악 호쾌 조합
가장 한국적인 현대 배경 뮤지컬 영화.,가장 한국 현대 배경 뮤지컬
단순히 kpop으로 한국을 처음 접한 사람들에게 세계관을 더 넓히는 배려적인 차원에서 허들을 낮춘 것 또한 있음,단순하다 한국 처음 사람 세계관 배려 차원 허들 또한
이게 저라고요 절 보세요 왜 날 사랑해주지 않냐고요!,고요 사랑
점유율이 늘고~ 접속자가 늘어 ~  나는 쌀다팜,점유 접속
무시해서ㅈㅅ합니다 노래너무좋아요,무시 노래
애기들이 케데헌 얘기하는 게 선한 영향력가틈 ㅎㅎ,애기 얘기 선하다 영향력
명성이 과분한데? OST는 맛있었다.,명성 과분 맛있다
재밋게보긴했는디 이게 왜 그렇게까지 난리일까나,재밋 난리
개연성 부족. 노래로만 살아남은 영화,개연 부족 노래 로만
"그동안 닌자, 사무라이, 쿵푸로만 점철된 한국에 대한 오리엔탈리즘으로 점철된 영화계에서 마치 이것이 한국이다 싶은 작품. 이거 보고 올드가드 보니 한숨만 나온다",그동안 닌자 사무라이 쿵푸 로만 점철 한국 대한 오리엔탈리즘 점철 영화계 마치 한국 보고 가드 한숨
"귀에 착착 감기는 노래들, 영화가 끝나도 귀에 머문다.",착착 감기 노래
이렇게 전세계적으로 흥행한 사유가 궁금하다,전세계 흥행 사유 궁금하다
"뒤늦게 봤다. 소문난 잔치에 먹을 게 있었다. 뭐가 그렇게 대단하길래 호듭갑이지했었는데, 기대 이상이었다.",뒤늦다 잔치 대단하다 호듭갑 기대 이상
꽤 볼만한 오락영화가 된다.,오락
아 인정하기 싫은데 개재밌다 2편 개기대,인정 싫다 재밌다
문화란 이렇게 강력한 것이었나,화란 강력하다
재밌는데? 애들도 예쁘고. 노래도 좋아요. ㅎㅎ. 2편 나오겠네.,재밌다 예쁘다 노래
"한국 소재로 본격적인 영상화 작품이 만들어지는 것이 처음이다보니, 한국계 스탭과 출연진들이 미친듯이 디테일 위에 디테일을 덧입혔다.",한국 소재 본격 영상 처음 한국 스탭 출연 미치다 디테일 디테일
노래가 좋음,노래
"동원참치에서 여기까지 27년, 사대주의에 쩔어 성장했던 입장에서는 그저 놀라울 따름.",참치 여기 사대주의 성장하다 입장 따름
덧칠을 포장으로 만들어내는 기술에서 이 영화는 평범하지 않다.,덧칠 포장 기술 평범하다
이게 천지개벽이 아니면 무엇이랴,천지개벽 무엇
근데 급 마무리 느낌이 쎄서 당혹,마무리 쎄다 당혹
노래 하난 기깔나게 뽑았네,노래
케이팝으로 버무려진 음악과 분위기로 설명되는 기승전결의 무대. 장르를 떠나 음악으로 보여주는 감정과 느낌들,무리다 음악 분위기 설명 기승 결의 무대 장르 음악 감정
"반전 없는 왕도이지만, 아이들을 대상으로 했다고 생각하면 더없이 잘 만든 애니메이션. 결국 어른들까지 사로잡은 점이 그 위력을 증명했다.",반전 왕도 아이 대상 더없이 애니메이션 어른 위력 증명
초반부에 한국 역사 대대로 활약했던 헌트릭스의 모습을 릴레이로 보여주는 연출이 제일 인상적이었다. 상처를 숨긴다는 설정과 뮤지컬적인 음악 애니메이션라는 장르 때문인지 라미라는 캐릭터에서 겨울왕국 엘사가 겹쳐보이기도 했다. 오리엔탈리즘적인 요소도 없어서 좋았고 한국인이 보기에도 편안한 고증에 노래도 모두 좋았다.,초반 한국 역사 대대로 활약 트릭 모습 릴레이 연출 제일 인상 상처 설정 뮤지컬 음악 애니메이션 장르 때문 라미 캐릭터 겨울왕국 엘사 오리엔탈리즘 요소 한국인 보기 편안하다 고증 노래 모두
도파민에 절여진 뇌를 위한 릴스 급 정신없는 속도감,도파민 여진 릴스 정신 도감
전체적인 기획이 좋아서 이런 기획을 해보고싶다는 생각을 했다 막연하게,전체 기획 기획 막연하다
어쩜 이리 해시태그처럼 요소요소 잘 박혀있는지,어쩜 해시태그 요소 요소
영어공부하기 이만한 영화가 없다,영어 공부 이만
킬링타임으로 보기 좋고 노래가 인상적이다,킬링타임 보기 노래 인상
뭔가 재밌긴 한데 그 정도에요?,뭔가 재밌다 정도
하 뭐 유치하게 이런걸 보나했는데,유치하다 보나
소니 애니메이션의 애니메이팅은 언제나 예술이다,소니 애니메이션 애니메 예술
한국문화를 전세계에 널리 알리는 계기가 된 것 같아 어떤 면에서 기념비적인 면모가 있는 영화임은 분명하다. 분명 이런 세세한 설정들이나 등장하는 한국 문화들이 우리에게는 친숙하지만 처음 이런 것들을 접하게 된 외국인들에게 신선하게 다가왔을 수 있겠다는 생각을 했다. 정말 최대한 다양한 문화를 소개하고 그것들을 매력적으로 풀어내려는 고민들이 느껴져서 그 부분은 진심으로 칭찬해주고 싶다.,국문 전세계 널리 계기 기념비 면모 분명하다 분명 설정 등장 한국 문화 우리 친숙하다 처음 외국인 신선하다 최대한 다양하다 문화 소개 그것 매력 고민 부분 진심 칭찬
대한민국의 문화가 디테일하고 창의적으로 담겨있다. 놀랍다.,대한민국 문화 디테일 창의
"이 심학적인 교훈은 동시에 젤랄렛딘 '루미'의 가르침이기도 하다... 송학적 순니를 겨냥한 양명학적 수피즘의 일갈. 깨진 유리조각에서도 아름다움을 모색하고, 모든 허위와 가식을 넘어 자신의 본질을 찾아라. 보편원리-신은 그렇게 구하는 것이다. ""This is what it sounds like.""",심학 교훈 동시 젤랄렛딘 루미 가르침 송학 순니 겨냥 양명학 수피즘 유리 조각 아름답다 모색 모든 허위 가식 자신 본질 보편 원리
노래를 부르며 악귀를 썰어버리는 그 장면들은,노래 악귀 장면
사랑 노래 말고 우리 노래,사랑 노래 우리 노래
속 시원한 2절 애드립 고음처럼,시원하다 애드립 고음
단편이라그런지 감정 하나하나가 날것으로 드러나서 좋았다,단편 감정 하나 하나
볼땐 너무 기대했어서 그런지 그저그랬는데 노래가 계속 생각남,볼땐 기대하다 노래 계속
두 시간짜리 뮤직비디오. 이걸로 모든 역할을 다 했다..!,시간 뮤직비디오 모든 역할
국뽕으로 보는 맛. 재미도 있다.,국뽕 재미
마지막 스토리 급박한건 좀 아쉽지만 이건 2편 나오면 되는거라 만족 ^^~~,마지막 스토리 급박하다 아쉽다 이건 만족
진짜 우리나라 얘기로 이렇게 빵 터지다니.,우리나라 얘기
영화 보기 전에 얼굴이랑 스타일만 봤을 때는 조이가 제일 좋았지만 미라 루미 너무 좋고 처음에 미라랑 루미 머리 뭔가?했지만 너무 잘 어울리고 의상도 너무 예쁘고 노래 너무 좋음 사자보이즈 영화 보기 전에는 너무 별로였는데 영화보니까 진우 너무 잘생겼고 다들 멋있음.,보기 얼굴 스타일 조이 제일 미라 루미 처음 미라 루미 머리 뭔가 의상 예쁘다 노래 사자 보이즈 보기 별로 화보 진우 잘생기다 멋있다
모든 열린 가능성이라는 의미 만으로도 반가운 애니,모든 가능성 의미 반갑다 애니
"소니야 스파이더맨도 그렇고, 이제 영화 그만 만들고 애니메이션만 만들자",소니 스파이더맨 이제 애니메이션
"""딱 도파민풀. 근데 그것만으로 좋은 점수를 주기에는 결말이 너무 생각한 것보다 더 최악인 수준... 왜그랬어요 나한테.""",도파민 그것 점수 주기 결말 최악 수준
본인의 정체성을 숨기고 살아온 모든 소수자들에게,본인 정체 숨기 모든 소수자
24프레임 맞추는데 너무끊김 살짝 오바해서 말하면 10프레임이나 5프레임으로 맞춘것같음,프레임 살짝 프레임 프레임
항마력 딸려서 끝까지 보느라 힘들었다…,마력 힘들다
동시대의 한류가 자본을 지렛대로 도약할 때 만나는 파괴력.,동시 대의 한류 자본 지렛대 도약 파괴
스토리자체는 무난한데 주인공들이 잘 망가져서 오히려 좋았음 유아애니마냥 끝까지 고고하고 우아하고 품격있는 이쁜 여캐였다면 망했을듯 글고 노래는 너무 좋음,스토리 자체 무난 주인공 오히려 유아 애니 마냥 고고 우아하다 품격 이쁘다 여캐 망하다 노래
기대한 것에 비해서는 재미가 없 업 업 잇츠 아워 모먼트,기대하다 재미 잇츠 모먼트
세상이 참 많이 변했구나...,세상 변하다
가슴이 웅장해지는 띵작이다.,가슴 웅장 띵작
K-POP을 첨가하면 프리미엄이 붙는 마법,첨가 프리미엄 마법
"영화 속 노래들이 다 좋았고, 영화 속 한국적인 요소를 보는 맛에 기분좋게 볼 수 있었다.",노래 한국 요소 기분
한국에 대한 거의 완벽한 고증과 퀄리티 높은 OST의,한국 대한 거의 완벽하다 고증 퀄리티 높다
세상이 날 배신했다.,세상 배신
"초중반에는 계속 도파민만 주다가 중후반에 최소한의 서사를 부여하기 위해서 스토리 전개가 나오는데, 이 부분은 좀 유치하거나 뻔하지만, 말이 안되게 느껴지는 부분은 없어 불편하지 않게 볼 수 있었다.",중반 계속 도파민 다가 중후 최소한 서사 부여 위해 스토리 전개 부분 유치하다 뻔하다 안되다 부분 불편하다
곳곳에 촘촘하게 숨겨둔 한국적!인 것을 찾는 재미.,곳곳 촘촘하 한국 재미
스토리가 이 영화의 신선함에 미치지 못한다,스토리 신선하다 미치다
"부족함 없는 영상미, 노래가 주는 여운",부족함 상미 노래 여운
"스토리가 별로라고 들었는데, 재밌게 봤다. 중간에 빈 스토리가 있다는 걸 나중에 알았다. 그만큼 생각 없이 봄! 그치만 재밌었다. 노래가 좋았음!!!",스토리 별로 재밌다 중간 스토리 나중 재밌다 노래
음악에서 나오는 왠지 모를 뭉클함,음악 뭉클하다
ㅋㅋㅋ노래도 그렇고 연출도 역대 최강,노래 연출 역대 최강
"화려하고 빠른 전개, 보기 편함.",화려하다 빠르다 전개 보기 편하다
노래 좋음. 스토리는 아쉬움. 캐릭터는 나름 잘 잡았다고 생각함.,노래 스토리 아쉬움 캐릭터 나름
#사자보이즈 #HUNTR/X #공론화,사자 보이즈 공론
"나 자신을 믿고, 사랑의 힘으로",자신 사랑
플롯은 단순하지만 오히려 가벼운 마음으로 ost들과 함께 즐길만한 영화,플롯 단순하다 오히려 가볍다 마음
갑자기 왜 각성했는지는 모르겠지만 재밌다,갑자기 각성 재밌다
노래와 더피 덕에 그나마 다 봤지...,노래 더피
제이미 할머니가 말아주는 정통 LA 콩국수,제이 밉다 할머니 정통 콩국수
욜레이욜!! 기존의 화장실을 적당히 부수고 꾸며냈따,욜레이욜 기존 화장실 적당하다 부수
"2. <케이팝 데몬 헌터스>에서 아이돌 그룹 헌트릭스를 무당이나 슈퍼히어로와 닮았다고 말하는 평들이 많다. 분명 닮았다. 그러나 개인적으론 그들보다 일본의 사무라이나 중국의 무술인들이 떠올랐다. 자국에서 영화나 문화 사업의 아이콘으로 쓰이고는 미국에서 각색되고 문화 상품에 녹아들었다는 점에서 그러하다. 이 점은 <케이팝 데몬 헌터스> 이후를 상상하게 한다. 성룡이 <러시 아워>나 <가라테 키드>에서 총을 쏘는 미국 액션 스타들과 함께 나온 것을, 견자단이 <로그원>에서 광선검과 레이저총을 쓰는 인물들 사이에서 봉으로 무협 액션을 보이던 것을, 수많은 할리우드 액션 영화에서 일본도를 휘두르는 배우들이 있던 것을 떠올려보라. '케이팝 아이돌'이라는 캐릭터도 <케이팝 데몬 헌터스>에서 배경이 된 공연 무대를 벗어나서 언젠가는 다양한 할리우드 영화에 변형되어 등장할 수 있지 않을까? 그러나 아직 들려오는 소식은 <케이팝 데몬 헌터스2>의 제작 소식 뿐이다. 이 소식이 '케이팝 아이돌'의 변형과 확장에 한계를 만드는 것이 아니길 바란다.",데몬 헌터스 아이돌 그룹 트릭 무당 슈퍼히어로 분명 개인 들보 일본 사무라이 중국 무술 자국 문화 사업 아이콘 미국 각색 문화 상품 그러하다 데몬 헌터스 이후 상상 성룡 러시 가라테 키드 미국 액션 스타 견자단 로그 광선검 레이저 인물 사이 무협 액션 수많다 할리우드 액션 일본도 보라 아이돌 캐릭터 데몬 헌터스 배경 공연 무대 다양하다 할리우드 변형 등장 소식 데몬 헌터스 제작 소식 소식 아이돌 변형 확장 한계
노래가 너무 좋아서 +0.5,노래
오타쿠의 심금을 울리는 최고의 영화,오타쿠 심금 최고
눈은 좀 아픈데 귀 호강하고 마음이 사랑스러움으로 가득차네,아프다 호강 마음 사랑스럽다 가득
"중독성 강한 노래,멋진 영상미,사랑스러운 캐릭터,시대를 초월하는 수치심과 구원에 대한 이야기 (누군가의 댓글)",중독 강하다 노래 멋지다 상미 사랑스럽다 캐릭터 시대 초월 수치심 구원 대한 이야기 누군가 댓글
"콘텐츠 센서빌리티와 글로벌미디어의 컬래버레이션으로 매스커뮤니케이션이 모어 유스풀하다면, 이너프 나우.",콘텐츠 센서 글로벌 미디어 컬래버레이션 매스커뮤니케이션 모어 유스 너프 나우
노래는 조음,노래 조음
"케이팝의 스타들을, 무대를 반짝반짝 빛나게 하는 요소를 분명 알고 있다. 적합한 설정들을 총동원하여 전세계 덕후를 양산한 그 문화를 스타일리쉬하게 재현하니 인기가 없을 수가.",스타 무대 요소 분명 적합하다 설정 총동원 전세계 덕후 양산 문화 스타 일리 재현 인기 수가
그리고 루미 부모님 얘기 없아 ㅜ 악령헌터 벌써부터 재밌쟈나,루미 부모님 얘기 악령 헌터 벌써 재밌쟈
노래가 너무 고퀄이여요..귀호강,노래 여요 호강
외국인 체험,외국인 체험
인기 많은 이유가 가득한 데몬헌터스,인기 이유 가득하다 데몬 헌터스
아이돌 문화 안 좋아해서 영화도 별 감흥 없었다,아이돌 문화 좋아하다 감흥
돌판에 몸 담군지 어언 15년차인 나에겐 판타지도 못되는 그저 개소리에다가 재미있으면 봐주려고 했더니 재미도 드럽게 없음 앤드 노래도 구림.,돌판 판타지 소리 재미있다 재미 드럽다 앤드 노래 구림
이야기의 구성은 약하다 할지라도 음악이 정말 좋고 또 한번 보고 싶게 만든다면 그것만으로도 대단하다 볼 수 있음,이야기 구성은 약하다 음악 한번 보고 그것 대단하다
저희 엄마도 안 자고 재밌게 봤으니 뭐(따봉),저희 엄마 자고 재밌다
특별한 음악과 특별할 것 없는 이야기.,특별하다 음악 특별하다 이야기
광복절에 소니에서 만든 케이팝 아이돌 영화를,광복절 소니 아이돌
걍 뻔한데 재밌는지 모르겟음,뻔하다 재밌다
신기한 컨셉에 좋은 기법이 더해진게 전부,신기하다 컨셉 기법 더하다 전부
"""인기는 이성을 잃게 하는 불씨, 그것이 광기로 번질 때 성공은 더 이상 성취가 아닌 중독이 된다.""",인기 이성 불씨 그것 광기 번질 성공 이상 성취 중독
내 스타일은 아니었지만 노래 굿 국뽕 굿,스타일 노래 국뽕
사자보이즈 컴백 기원 49일차,사자 보이즈 컴백 기원 일차
수록곡이 미치도록 좋은 '아동용'영화라는 가정하에 가능한 기록과 찬사.,수록 미치다 아동 가정 가능하다 기록 찬사
"왜 재밌는데, 왜 좋은건데!",재밌다 건데
"늘 고민해왔던 전통의 정체성을 다시 꺼내준,, 나는 어쩔 수 없는 ‘국’악인인가-🙃",고민 전통 정체 다시 악인
한국에서 태어난 일리단 이야기. 혼문 절대지켜,한국 일리 이야기 혼문 절대
개연성은 좀 모자란데 이렇게 한국적인 미국 영화가 있었나 싶어서 사심담아 3.5까지..,개연 성은 한국 미국 사심
<케이팝 데몬 헌터스>가 단지 빌보드 차트에 사운드트랙을 모두 진입시킬 만큼 '캐치한' 콘텐츠에만 그치지는 않는 것 같다. 시대를 풍미한 세계적 아이돌 그룹이 퇴마사였다는 설정은 이 작품을 보기 전에는 선뜻 그려지지 않을 수 있겠으나 노래를 들은 군중들의 마음이 어떠한 방향으로 움직이는지를 '시각화' 했다는 점에서 기억할 만한 대목이 있다. 이건 소위 '덕통사고' 같은 단어로 축약될 것이 아니라 자신의 상처를 누군가 대변해주고 있다 느끼는 언어를 만나는 순간이거나 지친 일상에 힘을 주는 것들이거나 혹은 절로 미소를 지어지게 만들 어떤 사랑의 감정이다. 공학적으로 설명해야 하는 감정이 아니라 '그냥' 그렇게 되는 마음을 혼문을 매개로 시각화 함으로써 자신의 진실된 이야기를 하는 아티스트의 음악이 얼마나 강력한 힘을 발휘할 수 있는지 설명하지 않아도 보이는 것이다.,데몬 헌터스 단지 빌보드 차트 사운드트랙 모두 진입 만큼 캐치 콘텐츠 시대 밉다 세계 아이돌 그룹 퇴마사 설정 보기 선뜻 노래 군중 마음 어떠하다 방향 시각 기억 대목 이건 소위 덕통 사고 단어 축약 자신 상처 누군가 대변 언어 순간 거나 일상 절로 미소 사랑 감정 학적 설명 감정 마음 혼문 매개 시각 자신 진실되다 이야기 아티스트 음악 얼마나 강력하다 발휘 설명
- 케데한을 둘러 싼 모든 게 K-pop 그 자체인 것 같다.,케데한 모든 자체
어른의 사정으로 인물의 깊이가 얕아진건 이해할 수 있어,어른 사정 인물 깊이 얕다 이해
광복절에 본 케데헌은 얼큰함이 강했다,광복절 얼큰하다 강하다
본연의 매력을 뽐내며 빛내는,본연 매력
그래 칸이 뭐가 중요하니,중요하다
뒤쳐지지 않았다는 안도감 시즌2,안도 시즌
좋은데 권하기 힘든 마약을 권장하고픈,힘드다 마약 권장
듣는 사람 귀에 녹아드는 극강의 노래파워,사람 강의 노래 파워
루미야 힘들때 남자한테 기대지마라 친구한테 조언을 구해,루미 힘들다 남자 친구 조언 구해
하여간 내게 오리엔탈리즘은 즐거운 것이다. 한국인인 나에겐 아프리카에 대한 판타지도 유럽에 대한 판타지도 있으며 미국에 대한 판타지도 있지만 역시 한국에 대한 판타지도 존재한다. 그런 의미에서 <케이팝 데몬 헌터스>는 한국인이 즐길만한 판타지가 없다. 영화는 분명 한국을 하하호호 알록달록 마카롱 월드로 낭만화하지만 이 영화에는 사람들이 악으로 규정한 오리엔탈리즘이 결여되어 있기 때문이다.,오리엔탈리즘 즐겁다 한국인 아프리카 대한 판타지 유럽 대한 판타지 미국 대한 판타지 역시 한국 대한 판타지 존재 의미 데몬 헌터스 한국인 판타지 분명 한국 하하호호 알록달록 마카롱 월드 낭만 화하다 사람 규정 오리엔탈리즘 결여 때문
마이 리틀 소다팝~ 마이 리틀 소다팝~,마이 리틀 마이 리틀
OST만 있을거라 생각했던 영화의 숨은 매력들,매력
"이러저러 한국의 여러 요소들이 들어간 작품이 이렇게나 큰 인기를 끌고있다니 놀라울 따름이지만 보는 내내 당황스러운 기분을 느꼈다. 왜일까 생각해보니 가짜를 보고있는 것 같아서 인것같다. 제 3자의 시선에서 한국을 아주 아름답게 가다듬어 전시해놓은 느낌. 좋은 면만 보여주기 위해 인위적으로 만들어진 홍보영상을 보는 것과 같은 기분을 느낀것같다. 캐릭터 하나하나, 그리고 전체적인 흐름의 서사도 빈약하다고 느껴졌고. 전략적인 집중이었을까 생각도해보지만 힘을 빼는 것과 빈약한 건 또 다른 차원의 일이기도해서.",한국 여러 요소 인기 따름 내내 당황 기분 가짜 자의 시선 한국 아주 아름답다 전시 위해 인위 홍보 영상 기분 캐릭터 하나 하나 전체 흐름 서사 빈약하다 전략 집중 빈약하다 다른 차원 도해
컷씬을 엮어 만든 듯한 이야기 위로 반짝이는 장르적 성취,컷씬 엮어 이야기 위로 장르 성취
애들땜에 10번을 넘게봐도 자꾸 눈이 가고 흥얼 거리게 된다,자꾸 흥얼 거리
까치호랑이 (20250814),까치 호랑이
아이돌판 극혐하는데 왜 이건 이렇게 재미있지!! 악마숭배하는 애들이 그렇게 많은 곳에서 악령 잡는 것도 신기한 수준이라 웃기고 재미있음! @25.08.15,아이돌판 이건 재미있다 악마 숭배 악령 신기하다 수준 웃기 재미있다
세 번 정도 글썽이다.,정도 글썽
딱 초딩여자아이들이좋아하는..,초딩 여자아이 좋아하다
"화려한 무대 조명 아래, K-팝과 판타지가 만나 불꽃처럼 터져 오른 음악과 액션의 폭발.",화려하다 무대 조명 아래 판타지 불꽃 오른 음악 액션 폭발
한국적 요소가 없었더라면 수많은 복제품 중 하나였을듯,한국 요소 수많다 제품 하나
노래에 끌려서 결국 보게 된...,노래
골든 말고도 좋은 노래가 이렇게 많았음 말해줬어야지,노래
"스파이더버스와 라이엇게임즈의 KDA, TrueDamage, Heartsteel이 한국 배경으로 결합되면 만들어지는 결과물로 보인다.",스파이더 버스 라이엇게임즈 한국 배경 결과물
제대로 이해한 문화적 감성을 기반으로 한 케이팝이 다 했다.,제대로 이해 문화 감성 기반
노래가좋다,노래
한국을 잘 보여준 풍경과 케이팝에 잘 맞는 ost,한국 풍경
방황하는 그들과 눈을 맞추기,방황
시각적 안정감과 청각적 만족감 뒤에 숨은 조금 아쉬운 짜임새,시각 안정감 청각 만족감 조금 아쉽다 짜임새
노래 좋고 k-pop의 진심이 느껴져서 좋다.,노래 진심
무엇보다도 전개가 뭐 이렇게까지 급속도로 빠른 것은 릴스와 도파민에 젖어있는 현세대를 위한 맞춤형 전개일까ㅋㅋㅋㅋㅋ,무엇 전개 급속도 빠르다 릴스 도파민 세대 맞춤 전개
문화적 기류를 제대로 탑승한 고증과 노래들.,문화 기류 제대로 탑승 고증 노래
오랜만에 부담되지 않는 깔끔한 국밥을 먹은 느낌,부담 깔끔하다 국밥
내면에 숨어있는 나를 끌어내려,내면
눈을 CP로 뜨는 팬들이 제일 비현실적인듯,제일 비현실적
이걸 만든 사람은 오타쿠가 갑자기 벅차오르는 그것을 정말 잘 아는 것 같다.,사람 오타쿠 갑자기 벅차오르다 그것
한국인특. 이 영화 곳곳에 숨어있어 우리끼리만 알 수 있는 재미도 있어 찾는 즐거움도 준다,한국인 곳곳 우리 끼리 재미 즐거움
"<한국적이다>가 무엇일까. 오방색이 한국적인가? 이전에 난지 오픈 스튜디오에 레지던시를 하던 외국작가는 수산시장에 있는 다각형의 수족관, 알타리무를 원기둥 모양으로 쌓아둔 시장의 모습을 신기하게 봤다. 거리를 둘러싼 큰 네온사인, 알록달록 등산복, 썬캡, 김장 때 쓰는 빨간 대야.",한국 무엇 오방 한국 이전 오픈 스튜디오 덥다 외국 작가 수산시장 다각형 수족관 리무 원기둥 모양 시장 모습 신기하다 거리 네온사인 알록달록 등산 김장 빨갛다 대야
"소니 애니메이션이 자리가 잡힌 듯 보였다. <스파이더맨 뉴 유니버스>의 스타일과 기법(인물과 배경 프레임 분리와 낮은 프레임 애니메이션을 통한 쫄깃함, 톤 대비 등)을 이어 받아 정착되었고, 중간마다 데포르메 되는 감정 표현도 케데헌만의 특징과 정말 잘 어울렸다고 생각한다.",소니 애니메이션 자리 스파이더맨 유니버스 스타일 기법 인물 배경 프레임 분리 낮다 프레임 애니메이션 통한 쫄깃함 대비 정착 중간 데포 르메 감정 표현 특징
"???: 네? 안효섭, 트와이스, 이병헌이 나오는 소니에서 만든 케이팝 영화가 영어로 넷플릭스에 나왔다고요?",안효섭 트와이스 이병헌 소니 영어 넷플릭스
토마토지수 94%,토마토 지수
신파까지 완벽 고증,신파 완벽 고증
국뽕을 여기서 느낄줄 몰랐다,국뽕 여기
소름 돋는 '순간'은 이야기가 아니라 영상과 함께,소름 순간 이야기 영상
중반까진 넘 귀엽고 재밌는데 후반부가 좀 아쉬움,중반 귀엽다 재밌다 후반 부가 아쉬움
"이런 유치뽕짝한 애니메이션은 오랜만에 본 것 같다. 캐릭터들도,애니퀄(?)도,노래도 잘뽑혀서 뜬 것이 아닐까,, 뭐 볼 거 없을 때 보면 좋을듯",유치 뽕짝 애니메이션 캐릭터 애니 노래
목소리 압도적이라 생각했는데 이병꿀..,목소리 압도 이병
"작은 여러 부분(스승의 꼬라지, 루미 외 주인공들의 서사 부족 등등) 집중을 조금씩 흐리지만 충분히 좋은 작품이다.",작다 여러 부분 스승 루미 주인공 서사 부족 등등 집중 충분하다
음원이 사기다… 한국 전통문화를 현대적으로 감각으로 재해석한 작품. 뿌듯하고 좋았다 🇰🇷,음원 사기 한국 전통문화 현대 감각 해석 뿌듯하다
영화 끝나고 남는건 노래와 러브라인,노래 러브 라인
계속 봐져~가다비가다비 골든~,계속 다비 다비
누구나 드러내지 못할 약점이 있다.,누구 약점
마이 리틀 소다팝,마이 리틀
쓸데없이 몰래 남자 만나고 다니는 거 진짜 미 치겠어 남자랑 여자랑 걍 눈도 마주치면 안된다고 그거랑 별개로 헌트릭스 멤버들 다 너무 귀엽고 쭈음,몰래 남자 밉다 남자 여자 안되다 별개 트릭 멤버 귀엽다 쭈음
내가 중학생이었으면 울면서 봤다,중학생 울면
두려움을 마주할 때 비로소 벗어날 수 있음을.,두려움 마주 비로소
영화는 그저 그랬는데 노래는 좋았음,노래
